Combination,Retrieved,Relevant,Rel_ret,Trunc_ret,11-pt Avg,3-pt Avg,Recall_Exact,Precision_Exact,Truncated_Precision_Exact
lnc.lnn,6750,1837,823,6352,0.3369,0.3207,0.5130,0.1219,0.1546
bnn.lnn,6750,1837,620,6597,0.2214,0.2052,0.3715,0.0919,0.1066
btc.lnn,6750,1837,962,6120,0.4013,0.3949,0.5872,0.1425,0.2003
btn.lnn,6750,1837,889,6271,0.3682,0.3625,0.5403,0.1317,0.1724
bnc.lnn,6750,1837,794,6377,0.3218,0.3051,0.4964,0.1176,0.1478
atc.lnn,6750,1837,890,6251,0.3661,0.3575,0.5483,0.1319,0.1757
atn.lnn,6750,1837,878,6200,0.3882,0.3777,0.5426,0.1301,0.1832
anc.lnn,6750,1837,699,6481,0.2798,0.2660,0.4432,0.1036,0.1228
ann.lnn,6750,1837,731,6513,0.2862,0.2718,0.4472,0.1083,0.1333
nnn.ltn,6750,1837,675,6584,0.2156,0.2022,0.4113,0.1000,0.1091
nnc.ltn,6750,1837,992,6094,0.4086,0.4006,0.6058,0.1470,0.2058
ntc.ltn,6750,1837,1039,6041,0.4331,0.4292,0.6225,0.1539,0.2179
ntn.ltn,6750,1837,894,6348,0.3491,0.3439,0.5423,0.1324,0.1648
lnn.ltn,6750,1837,874,6324,0.3609,0.3551,0.5293,0.1295,0.1654
ltn.ltn,6750,1837,959,6183,0.3972,0.3929,0.5765,0.1421,0.1884
ltc.ltn,6750,1837,1018,5971,0.4377,0.4315,0.6154,0.1508,0.2203
lnc.ltn,6750,1837,1027,6007,0.4487,0.4456,0.6246,0.1521,0.2236
bnn.ltn,6750,1837,889,6271,0.3682,0.3625,0.5403,0.1317,0.1724
btc.ltn,6750,1837,998,6007,0.4208,0.4156,0.6065,0.1479,0.2122
btn.ltn,6750,1837,936,6161,0.3924,0.3880,0.5681,0.1387,0.1867
bnc.ltn,6750,1837,1008,6025,0.4390,0.4359,0.6144,0.1493,0.2208
atc.ltn,6750,1837,911,6122,0.3853,0.3782,0.5595,0.1350,0.1887
atn.ltn,6750,1837,889,6111,0.3821,0.3716,0.5483,0.1317,0.1894
anc.ltn,6750,1837,932,6144,0.4055,0.3977,0.5700,0.1381,0.1950
ann.ltn,6750,1837,878,6200,0.3882,0.3777,0.5426,0.1301,0.1832
nnn.ltc,6750,1837,675,6584,0.2156,0.2022,0.4113,0.1000,0.1091
nnc.ltc,6750,1837,992,6094,0.4086,0.4006,0.6058,0.1470,0.2058
ntc.ltc,6750,1837,1039,6041,0.4331,0.4292,0.6225,0.1539,0.2179
ntn.ltc,6750,1837,894,6348,0.3491,0.3439,0.5423,0.1324,0.1648
lnn.ltc,6750,1837,874,6324,0.3609,0.3551,0.5293,0.1295,0.1654
