Combination,Retrieved,Relevant,Rel_ret,Trunc_ret,11-pt Avg,3-pt Avg,Recall_Exact,Precision_Exact,Truncated_Precision_Exact
btn.lnn,1245,324,226,841,0.4765,0.4890,0.7170,0.1815,0.3854
bnc.lnn,1245,324,163,1020,0.3518,0.3704,0.5492,0.1309,0.2398
atc.lnn,1245,324,208,856,0.4776,0.4976,0.6737,0.1671,0.3821
atn.lnn,1245,324,234,817,0.5051,0.5211,0.7268,0.1880,0.4237
anc.lnn,1245,324,141,1083,0.2674,0.2829,0.4480,0.1133,0.1866
ann.lnn,1245,324,207,891,0.4231,0.4360,0.6621,0.1663,0.3351
nnn.ltn,1245,324,122,1149,0.1747,0.1664,0.3604,0.0980,0.1257
nnc.ltn,1245,324,222,816,0.5346,0.5575,0.7133,0.1783,0.4271
ntc.ltn,1245,324,232,767,0.5628,0.5840,0.7439,0.1863,0.4589
ntn.ltn,1245,324,214,880,0.4291,0.4416,0.6955,0.1719,0.3385
lnn.ltn,1245,324,219,868,0.4347,0.4443,0.7039,0.1759,0.3499
ltn.ltn,1245,324,230,792,0.5132,0.5274,0.7399,0.1847,0.4192
ltc.ltn,1245,324,232,761,0.5774,0.5959,0.7390,0.1863,0.4817
lnc.ltn,1245,324,227,770,0.5745,0.5945,0.7295,0.1823,0.4698
bnn.ltn,1245,324,226,841,0.4765,0.4890,0.7170,0.1815,0.3854
btc.ltn,1245,324,230,773,0.5600,0.5801,0.7359,0.1847,0.4628
btn.ltn,1245,324,236,798,0.5192,0.5313,0.7533,0.1896,0.4393
bnc.ltn,1245,324,229,777,0.5530,0.5718,0.7351,0.1839,0.4606
atc.ltn,1245,324,216,827,0.5077,0.5262,0.7043,0.1735,0.4123
atn.ltn,1245,324,234,803,0.5160,0.5341,0.7454,0.1880,0.4289
anc.ltn,1245,324,213,826,0.5165,0.5364,0.6977,0.1711,0.4168
ann.ltn,1245,324,234,817,0.5051,0.5211,0.7268,0.1880,0.4237
nnn.ltc,1245,324,122,1149,0.1747,0.1664,0.3604,0.0980,0.1257
nnc.ltc,1245,324,222,816,0.5346,0.5575,0.7133,0.1783,0.4271
ntc.ltc,1245,324,232,767,0.5628,0.5840,0.7439,0.1863,0.4589
ntn.ltc,1245,324,214,880,0.4291,0.4416,0.6955,0.1719,0.3385
lnn.ltc,1245,324,219,868,0.4347,0.4443,0.7039,0.1759,0.3499
ltn.ltc,1245,324,230,792,0.5132,0.5274,0.7399,0.1847,0.4192
ltc.ltc,1245,324,232,761,0.5774,0.5959,0.7390,0.1863,0.4817
lnc.ltc,1245,324,227,770,0.5745,0.5945,0.7295,0.1823,0.4698
bnn.ltc,1245,324,226,841,0.4765,0.4890,0.7170,0.1815,0.3854
btc.ltc,1245,324,230,773,0.5600,0.5801,0.7359,0.1847,0.4628
btn.ltc,1245,324,236,798,0.5192,0.5313,0.7533,0.1896,0.4393
bnc.ltc,1245,324,229,777,0.5530,0.5718,0.7351,0.1839,0.4606
atc.ltc,1245,324,216,827,0.5077,0.5262,0.7043,0.1735,0.4123
atn.ltc,1245,324,234,803,0.5160,0.5341,0.7454,0.1880,0.4289
anc.ltc,1245,324,213,826,0.5165,0.5364,0.6977,0.1711,0.4168
ann.ltc,1245,324,234,817,0.5051,0.5211,0.7268,0.1880,0.4237
nnn.lnc,1245,324,45,1228,0.0622,0.0535,0.1031,0.0361,0.0402
nnc.lnc,1245,324,137,1042,0.2973,0.3102,0.4424,0.1100,0.2092
ntc.lnc,1245,324,211,864,0.4932,0.5138,0.6633,0.1695,0.3845
ntn.lnc,1245,324,122,1149,0.1747,0.1664,0.3604,0.0980,0.1257
lnn.lnc,1245,324,134,1120,0.2023,0.1944,0.3902,0.1076,0.1495
ltn.lnc,1245,324,219,868,0.4347,0.4443,0.7039,0.1759,0.3499
ltc.lnc,1245,324,227,788,0.5466,0.5658,0.7303,0.1823,0.4447
lnc.lnc,1245,324,167,986,0.3750,0.3913,0.5383,0.1341,0.2605
bnn.lnc,1245,324,178,1046,0.2893,0.2917,0.5295,0.1430,0.2183
btc.lnc,1245,324,222,809,0.5262,0.5441,0.7235,0.1783,0.4251
btn.lnc,1245,324,226,841,0.4765,0.4890,0.7170,0.1815,0.3854
bnc.lnc,1245,324,163,1020,0.3518,0.3704,0.5492,0.1309,0.2398
atc.lnc,1245,324,208,856,0.4776,0.4976,0.6737,0.1671,0.3821
