Combination,Retrieved,Relevant,Rel_ret,Trunc_ret,11-pt Avg,3-pt Avg,Recall_Exact,Precision_Exact,Truncated_Precision_Exact
anc.btn,780,796,176,733,0.2688,0.2476,0.3369,0.2256,0.2642
anc.btc,780,796,176,733,0.2688,0.2476,0.3369,0.2256,0.2642
atn.nnn,780,796,199,719,0.3659,0.3416,0.4073,0.2551,0.3121
atn.nnc,780,796,199,719,0.3659,0.3416,0.4073,0.2551,0.3121
atn.ntn,780,796,207,710,0.3828,0.3660,0.4118,0.2654,0.3346
atn.ntc,780,796,207,710,0.3828,0.3660,0.4118,0.2654,0.3346
atn.lnn,780,796,196,723,0.3666,0.3433,0.3942,0.2513,0.3074
atn.lnc,780,796,196,723,0.3666,0.3433,0.3942,0.2513,0.3074
atn.ltn,780,796,204,715,0.3772,0.3588,0.3975,0.2615,0.3295
atn.ltc,780,796,204,715,0.3772,0.3588,0.3975,0.2615,0.3295
atn.ann,780,796,195,723,0.3641,0.3459,0.3929,0.2500,0.3061
atn.anc,780,796,195,723,0.3641,0.3459,0.3929,0.2500,0.3061
atn.atn,780,796,201,717,0.3662,0.3497,0.3922,0.2577,0.3253
atn.atc,780,796,201,717,0.3662,0.3497,0.3922,0.2577,0.3253
atn.bnn,780,796,195,723,0.3648,0.3429,0.3918,0.2500,0.3061
atn.bnc,780,796,195,723,0.3648,0.3429,0.3918,0.2500,0.3061
atn.btn,780,796,206,715,0.3719,0.3549,0.4020,0.2641,0.3321
atn.btc,780,796,206,715,0.3719,0.3549,0.4020,0.2641,0.3321
atc.nnn,780,796,171,736,0.2622,0.2419,0.3061,0.2192,0.2654
atc.nnc,780,796,171,736,0.2622,0.2419,0.3061,0.2192,0.2654
atc.ntn,780,796,182,732,0.3035,0.2912,0.3320,0.2333,0.2890
atc.ntc,780,796,182,732,0.3035,0.2912,0.3320,0.2333,0.2890
atc.lnn,780,796,172,736,0.2644,0.2465,0.3060,0.2205,0.2667
atc.lnc,780,796,172,736,0.2644,0.2465,0.3060,0.2205,0.2667
atc.ltn,780,796,183,732,0.3125,0.3021,0.3315,0.2346,0.2903
atc.ltc,780,796,183,732,0.3125,0.3021,0.3315,0.2346,0.2903
atc.ann,780,796,173,738,0.2557,0.2380,0.3136,0.2218,0.2551
atc.anc,780,796,173,738,0.2557,0.2380,0.3136,0.2218,0.2551
atc.atn,780,796,181,732,0.3043,0.2920,0.3294,0.2321,0.2877
atc.atc,780,796,181,732,0.3043,0.2920,0.3294,0.2321,0.2877
atc.bnn,780,796,170,736,0.2682,0.2488,0.3039,0.2179,0.2641
atc.bnc,780,796,170,736,0.2682,0.2488,0.3039,0.2179,0.2641
atc.btn,780,796,180,732,0.3115,0.3009,0.3282,0.2308,0.2864
atc.btc,780,796,180,732,0.3115,0.3009,0.3282,0.2308,0.2864
bnn.nnn,780,796,164,746,0.2827,0.2627,0.3204,0.2103,0.2470
bnn.nnc,780,796,164,746,0.2827,0.2627,0.3204,0.2103,0.2470
bnn.ntn,780,796,187,723,0.3600,0.3384,0.3738,0.2397,0.2971
bnn.ntc,780,796,187,723,0.3600,0.3384,0.3738,0.2397,0.2971
bnn.lnn,780,796,162,745,0.2852,0.2665,0.3193,0.2077,0.2447
bnn.lnc,780,796,162,745,0.2852,0.2663,0.3193,0.2077,0.2447
bnn.ltn,780,796,190,723,0.3600,0.3413,0.3775,0.2436,0.3010
bnn.ltc,780,796,190,723,0.3600,0.3413,0.3775,0.2436,0.3010
bnn.ann,780,796,160,750,0.2670,0.2509,0.3109,0.2051,0.2261
bnn.anc,780,796,161,750,0.2671,0.2508,0.3173,0.2064,0.2274
bnn.atn,780,796,184,725,0.3580,0.3366,0.3689,0.2359,0.2917
bnn.atc,780,796,184,725,0.3580,0.3366,0.3689,0.2359,0.2917
bnn.bnn,780,796,164,744,0.2892,0.2725,0.3216,0.2103,0.2476
bnn.bnc,780,796,164,744,0.2890,0.2723,0.3216,0.2103,0.2476
bnn.btn,780,796,189,722,0.3654,0.3426,0.3759,0.2423,0.3013
bnn.btc,780,796,189,722,0.3654,0.3426,0.3759,0.2423,0.3013
bnc.nnn,780,796,144,755,0.2066,0.1925,0.2629,0.1846,0.2073
bnc.nnc,780,796,144,755,0.2066,0.1925,0.2629,0.1846,0.2073
bnc.ntn,780,796,178,729,0.2852,0.2678,0.3493,0.2282,0.2761
bnc.ntc,780,796,178,729,0.2852,0.2678,0.3493,0.2282,0.2761
bnc.lnn,780,796,146,758,0.2119,0.1992,0.2409,0.1872,0.2095
bnc.lnc,780,796,146,758,0.2119,0.1992,0.2409,0.1872,0.2095
bnc.ltn,780,796,183,728,0.2932,0.2754,0.3520,0.2346,0.2827
bnc.ltc,780,796,183,728,0.2932,0.2754,0.3520,0.2346,0.2827
bnc.ann,780,796,152,758,0.2135,0.2014,0.2492,0.1949,0.2172
bnc.anc,780,796,152,758,0.2135,0.2014,0.2492,0.1949,0.2172
bnc.atn,780,796,189,731,0.2947,0.2750,0.3680,0.2423,0.2899
bnc.atc,780,796,189,731,0.2947,0.2750,0.3680,0.2423,0.2899
bnc.bnn,780,796,147,758,0.2118,0.1992,0.2430,0.1885,0.2108
bnc.bnc,780,796,147,758,0.2118,0.1992,0.2430,0.1885,0.2108
bnc.btn,780,796,185,730,0.2932,0.2754,0.3578,0.2372,0.2849
bnc.btc,780,796,185,730,0.2932,0.2754,0.3578,0.2372,0.2849
btn.nnn,780,796,187,723,0.3600,0.3384,0.3738,0.2397,0.2971
btn.nnc,780,796,187,723,0.3600,0.3384,0.3738,0.2397,0.2971
btn.ntn,780,796,199,721,0.3750,0.3590,0.3917,0.2551,0.3143
btn.ntc,780,796,199,721,0.3750,0.3590,0.3917,0.2551,0.3143
btn.lnn,780,796,190,723,0.3600,0.3413,0.3775,0.2436,0.3010
btn.lnc,780,796,190,723,0.3600,0.3413,0.3775,0.2436,0.3010
