Combination,Retrieved,Relevant,Rel_ret,Trunc_ret,11-pt Avg,3-pt Avg,Recall_Exact,Precision_Exact,Truncated_Precision_Exact
lnc.lnn,1395,2084,158,1381,0.0946,0.0765,0.0945,0.1133,0.1233
bnn.lnn,1395,2084,215,1381,0.1282,0.0987,0.1157,0.1541,0.1642
btc.lnn,1395,2084,247,1381,0.1518,0.1341,0.1500,0.1771,0.1871
btn.lnn,1395,2084,338,1381,0.2195,0.1907,0.2042,0.2423,0.2523
bnc.lnn,1395,2084,154,1381,0.0918,0.0764,0.0909,0.1104,0.1204
atc.lnn,1395,2084,230,1381,0.1437,0.1276,0.1396,0.1649,0.1749
atn.lnn,1395,2084,333,1381,0.2260,0.2013,0.2015,0.2387,0.2487
anc.lnn,1395,2084,138,1381,0.0884,0.0748,0.0842,0.0989,0.1090
ann.lnn,1395,2084,256,1381,0.1567,0.1263,0.1396,0.1835,0.1935
nnn.ltn,1395,2084,189,1381,0.1206,0.1014,0.1125,0.1355,0.1455
nnc.ltn,1395,2084,241,1381,0.1661,0.1479,0.1635,0.1728,0.1828
ntc.ltn,1395,2084,259,1381,0.1815,0.1572,0.1728,0.1857,0.1957
ntn.ltn,1395,2084,283,1381,0.1841,0.1614,0.1846,0.2029,0.2129
lnn.ltn,1395,2084,300,1381,0.1946,0.1641,0.1793,0.2151,0.2251
ltn.ltn,1395,2084,324,1381,0.2137,0.1946,0.2053,0.2323,0.2423
ltc.ltn,1395,2084,265,1381,0.1791,0.1590,0.1691,0.1900,0.2000
lnc.ltn,1395,2084,270,1381,0.1821,0.1627,0.1728,0.1935,0.2036
bnn.ltn,1395,2084,338,1381,0.2195,0.1907,0.2042,0.2423,0.2523
btc.ltn,1395,2084,264,1381,0.1740,0.1548,0.1646,0.1892,0.1993
btn.ltn,1395,2084,347,1381,0.2265,0.2090,0.2138,0.2487,0.2588
bnc.ltn,1395,2084,279,1381,0.1813,0.1607,0.1733,0.2000,0.2100
atc.ltn,1395,2084,257,1381,0.1635,0.1452,0.1524,0.1842,0.1943
atn.ltn,1395,2084,328,1381,0.2250,0.2082,0.1999,0.2351,0.2452
anc.ltn,1395,2084,269,1381,0.1732,0.1539,0.1626,0.1928,0.2029
ann.ltn,1395,2084,333,1381,0.2260,0.2013,0.2015,0.2387,0.2487
nnn.ltc,1395,2084,189,1381,0.1206,0.1014,0.1125,0.1355,0.1455
nnc.ltc,1395,2084,241,1381,0.1661,0.1479,0.1635,0.1728,0.1828
ntc.ltc,1395,2084,259,1381,0.1815,0.1572,0.1728,0.1857,0.1957
ntn.ltc,1395,2084,283,1381,0.1841,0.1614,0.1846,0.2029,0.2129
lnn.ltc,1395,2084,300,1381,0.1946,0.1641,0.1793,0.2151,0.2251
ltn.ltc,1395,2084,324,1381,0.2137,0.1946,0.2053,0.2323,0.2423
ltc.ltc,1395,2084,265,1381,0.1791,0.1590,0.1691,0.1900,0.2000
lnc.ltc,1395,2084,270,1381,0.1821,0.1627,0.1728,0.1935,0.2036
bnn.ltc,1395,2084,338,1381,0.2195,0.1907,0.2042,0.2423,0.2523
btc.ltc,1395,2084,264,1381,0.1740,0.1548,0.1646,0.1892,0.1993
btn.ltc,1395,2084,347,1381,0.2265,0.2090,0.2138,0.2487,0.2588
bnc.ltc,1395,2084,279,1381,0.1813,0.1607,0.1733,0.2000,0.2100
atc.ltc,1395,2084,257,1381,0.1635,0.1452,0.1524,0.1842,0.1943
atn.ltc,1395,2084,328,1381,0.2250,0.2082,0.1999,0.2351,0.2452
anc.ltc,1395,2084,269,1381,0.1732,0.1539,0.1626,0.1928,0.2029
ann.ltc,1395,2084,333,1381,0.2260,0.2013,0.2015,0.2387,0.2487
nnn.lnc,1395,2084,48,1395,0.0288,0.0224,0.0174,0.0344,0.0344
nnc.lnc,1395,2084,159,1381,0.0895,0.0646,0.0914,0.1140,0.1240
ntc.lnc,1395,2084,247,1381,0.1634,0.1427,0.1532,0.1771,0.1871
ntn.lnc,1395,2084,189,1381,0.1206,0.1014,0.1125,0.1355,0.1455
lnn.lnc,1395,2084,155,1382,0.0833,0.0593,0.0737,0.1111,0.1158
ltn.lnc,1395,2084,300,1381,0.1946,0.1641,0.1793,0.2151,0.2251
ltc.lnc,1395,2084,246,1381,0.1582,0.1414,0.1573,0.1763,0.1864
lnc.lnc,1395,2084,158,1381,0.0946,0.0765,0.0945,0.1133,0.1233
bnn.lnc,1395,2084,215,1381,0.1287,0.0987,0.1157,0.1541,0.1642
btc.lnc,1395,2084,247,1381,0.1518,0.1341,0.1500,0.1771,0.1871
btn.lnc,1395,2084,338,1381,0.2195,0.1907,0.2042,0.2423,0.2523
bnc.lnc,1395,2084,154,1381,0.0919,0.0764,0.0909,0.1104,0.1204
atc.lnc,1395,2084,230,1381,0.1437,0.1276,0.1396,0.1649,0.1749
atn.lnc,1395,2084,333,1381,0.2260,0.2013,0.2015,0.2387,0.2487
anc.lnc,1395,2084,138,1381,0.0884,0.0748,0.0842,0.0989,0.1090
ann.lnc,1395,2084,257,1381,0.1565,0.1264,0.1404,0.1842,0.1943
nnn.bnn,1395,2084,47,1395,0.0291,0.0225,0.0168,0.0337,0.0337
nnc.bnn,1395,2084,163,1381,0.0915,0.0665,0.0928,0.1168,0.1269
ntc.bnn,1395,2084,248,1381,0.1653,0.1446,0.1539,0.1778,0.1878
ntn.bnn,1395,2084,197,1381,0.1231,0.1035,0.1168,0.1412,0.1513
lnn.bnn,1395,2084,156,1382,0.0851,0.0614,0.0741,0.1118,0.1165
ltn.bnn,1395,2084,301,1381,0.1954,0.1657,0.1808,0.2158,0.2258
ltc.bnn,1395,2084,251,1381,0.1601,0.1424,0.1594,0.1799,0.1900
lnc.bnn,1395,2084,162,1381,0.0968,0.0788,0.0967,0.1161,0.1262
bnn.bnn,1395,2084,217,1381,0.1300,0.1006,0.1176,0.1556,0.1656
btc.bnn,1395,2084,250,1381,0.1532,0.1357,0.1542,0.1792,0.1892
btn.bnn,1395,2084,337,1381,0.2200,0.1920,0.2041,0.2416,0.2516
bnc.bnn,1395,2084,160,1381,0.0943,0.0783,0.0939,0.1147,0.1247
atc.bnn,1395,2084,234,1381,0.1445,0.1283,0.1413,0.1677,0.1778
atn.bnn,1395,2084,333,1381,0.2269,0.2025,0.2013,0.2387,0.2487
anc.bnn,1395,2084,141,1381,0.0905,0.0763,0.0853,0.1011,0.1111
ann.bnn,1395,2084,257,1381,0.1596,0.1278,0.1401,0.1842,0.1943
