Combination,Retrieved,Relevant,Rel_ret,Trunc_ret,11-pt Avg,3-pt Avg,Recall_Exact,Precision_Exact,Truncated_Precision_Exact
lnc.lnn,3375,1837,636,3267,0.3369,0.3207,0.4141,0.1884,0.2121
bnn.lnn,3375,1837,463,3332,0.2214,0.2052,0.2875,0.1372,0.1483
btc.lnn,3375,1837,755,3193,0.4013,0.3949,0.4789,0.2237,0.2638
btn.lnn,3375,1837,686,3248,0.3682,0.3625,0.4340,0.2033,0.2300
bnc.lnn,3375,1837,609,3273,0.3218,0.3051,0.3928,0.1804,0.2023
atc.lnn,3375,1837,677,3231,0.3661,0.3575,0.4359,0.2006,0.2321
atn.lnn,3375,1837,699,3212,0.3882,0.3777,0.4449,0.2071,0.2456
anc.lnn,3375,1837,540,3302,0.2798,0.2660,0.3473,0.1600,0.1737
ann.lnn,3375,1837,557,3295,0.2862,0.2718,0.3515,0.1650,0.1852
nnn.ltn,3375,1837,491,3349,0.2156,0.2022,0.3136,0.1455,0.1505
nnc.ltn,3375,1837,760,3200,0.4086,0.4006,0.4818,0.2252,0.2654
ntc.ltn,3375,1837,823,3191,0.4331,0.4292,0.5128,0.2439,0.2860
ntn.ltn,3375,1837,684,3261,0.3491,0.3439,0.4362,0.2027,0.2247
lnn.ltn,3375,1837,695,3260,0.3609,0.3551,0.4372,0.2059,0.2301
ltn.ltn,3375,1837,744,3239,0.3972,0.3929,0.4717,0.2204,0.2493
ltc.ltn,3375,1837,815,3161,0.4377,0.4315,0.5156,0.2415,0.2877
lnc.ltn,3375,1837,818,3159,0.4487,0.4456,0.5128,0.2424,0.2931
bnn.ltn,3375,1837,686,3248,0.3682,0.3625,0.4340,0.2033,0.2300
btc.ltn,3375,1837,789,3176,0.4208,0.4156,0.5012,0.2338,0.2757
btn.ltn,3375,1837,731,3232,0.3924,0.3880,0.4647,0.2166,0.2460
bnc.ltn,3375,1837,797,3160,0.4390,0.4359,0.5042,0.2361,0.2875
atc.ltn,3375,1837,711,3203,0.3853,0.3782,0.4612,0.2107,0.2469
atn.ltn,3375,1837,703,3202,0.3821,0.3716,0.4572,0.2083,0.2475
anc.ltn,3375,1837,731,3187,0.4055,0.3977,0.4718,0.2166,0.2585
ann.ltn,3375,1837,699,3212,0.3882,0.3777,0.4449,0.2071,0.2456
nnn.ltc,3375,1837,491,3349,0.2156,0.2022,0.3136,0.1455,0.1505
nnc.ltc,3375,1837,760,3200,0.4086,0.4006,0.4818,0.2252,0.2654
ntc.ltc,3375,1837,823,3191,0.4331,0.4292,0.5128,0.2439,0.2860
ntn.ltc,3375,1837,684,3261,0.3491,0.3439,0.4362,0.2027,0.2247
lnn.ltc,3375,1837,695,3260,0.3609,0.3551,0.4372,0.2059,0.2301
ltn.ltc,3375,1837,744,3239,0.3972,0.3929,0.4717,0.2204,0.2493
ltc.ltc,3375,1837,815,3161,0.4377,0.4315,0.5156,0.2415,0.2877
lnc.ltc,3375,1837,818,3159,0.4487,0.4456,0.5128,0.2424,0.2931
bnn.ltc,3375,1837,686,3248,0.3682,0.3625,0.4340,0.2033,0.2300
btc.ltc,3375,1837,789,3176,0.4208,0.4156,0.5012,0.2338,0.2757
btn.ltc,3375,1837,731,3232,0.3924,0.3880,0.4647,0.2166,0.2460
bnc.ltc,3375,1837,797,3160,0.4390,0.4359,0.5042,0.2361,0.2875
atc.ltc,3375,1837,711,3203,0.3853,0.3782,0.4612,0.2107,0.2469
atn.ltc,3375,1837,703,3202,0.3821,0.3716,0.4572,0.2083,0.2475
anc.ltc,3375,1837,731,3187,0.4055,0.3977,0.4718,0.2166,0.2585
ann.ltc,3375,1837,699,3212,0.3882,0.3777,0.4449,0.2071,0.2456
nnn.lnc,3375,1837,115,3375,0.0467,0.0409,0.0698,0.0341,0.0341
nnc.lnc,3375,1837,533,3301,0.2855,0.2700,0.3460,0.1579,0.1753
ntc.lnc,3375,1837,747,3232,0.4027,0.3944,0.4594,0.2213,0.2505
ntn.lnc,3375,1837,491,3349,0.2156,0.2022,0.3136,0.1455,0.1505
lnn.lnc,3375,1837,387,3348,0.1724,0.1549,0.2362,0.1147,0.1194
ltn.lnc,3375,1837,695,3260,0.3609,0.3551,0.4372,0.2059,0.2301
ltc.lnc,3375,1837,778,3182,0.4201,0.4131,0.4901,0.2305,0.2710
lnc.lnc,3375,1837,636,3267,0.3369,0.3207,0.4141,0.1884,0.2121
bnn.lnc,3375,1837,463,3332,0.2214,0.2052,0.2875,0.1372,0.1483
btc.lnc,3375,1837,755,3193,0.4013,0.3949,0.4789,0.2237,0.2638
btn.lnc,3375,1837,686,3248,0.3682,0.3625,0.4340,0.2033,0.2300
bnc.lnc,3375,1837,609,3273,0.3218,0.3051,0.3928,0.1804,0.2023
atc.lnc,3375,1837,677,3231,0.3661,0.3575,0.4359,0.2006,0.2321
atn.lnc,3375,1837,699,3212,0.3882,0.3777,0.4449,0.2071,0.2456
anc.lnc,3375,1837,540,3302,0.2798,0.2660,0.3473,0.1600,0.1737
ann.lnc,3375,1837,557,3295,0.2862,0.2718,0.3515,0.1650,0.1852
nnn.bnn,3375,1837,117,3375,0.0469,0.0412,0.0715,0.0347,0.0347
nnc.bnn,3375,1837,547,3304,0.2939,0.2785,0.3547,0.1621,0.1766
ntc.bnn,3375,1837,747,3230,0.4050,0.3968,0.4580,0.2213,0.2517
ntn.bnn,3375,1837,496,3346,0.2209,0.2079,0.3168,0.1470,0.1525
lnn.bnn,3375,1837,390,3348,0.1735,0.1571,0.2383,0.1156,0.1203
ltn.bnn,3375,1837,695,3259,0.3604,0.3541,0.4384,0.2059,0.2301
ltc.bnn,3375,1837,782,3178,0.4227,0.4155,0.4909,0.2317,0.2747
lnc.bnn,3375,1837,643,3261,0.3392,0.3232,0.4180,0.1905,0.2152
bnn.bnn,3375,1837,466,3332,0.2218,0.2057,0.2908,0.1381,0.1492
btc.bnn,3375,1837,759,3192,0.4024,0.3969,0.4819,0.2249,0.2651
btn.bnn,3375,1837,689,3250,0.3678,0.3619,0.4363,0.2041,0.2307
bnc.bnn,3375,1837,614,3267,0.3243,0.3088,0.3958,0.1819,0.2039
atc.bnn,3375,1837,678,3230,0.3675,0.3578,0.4378,0.2009,0.2326
atn.bnn,3375,1837,696,3215,0.3877,0.3773,0.4431,0.2062,0.2443
anc.bnn,3375,1837,546,3305,0.2828,0.2705,0.3520,0.1618,0.1740
