Combination,Retrieved,Relevant,Rel_ret,Trunc_ret,11-pt Avg,3-pt Avg,Recall_Exact,Precision_Exact,Truncated_Precision_Exact
nnc.anc,2790,2084,361,2743,0.1396,0.1136,0.1975,0.1294,0.1414
ntc.anc,2790,2084,506,2762,0.2200,0.1975,0.2917,0.1814,0.1864
ntn.anc,2790,2084,359,2750,0.1517,0.1319,0.2219,0.1287,0.1396
lnn.anc,2790,2084,337,2761,0.1244,0.1037,0.1764,0.1208,0.1312
ltn.anc,2790,2084,553,2756,0.2406,0.2172,0.3229,0.1982,0.2036
ltc.anc,2790,2084,507,2759,0.2169,0.2015,0.2916,0.1817,0.1851
lnc.anc,2790,2084,378,2741,0.1468,0.1260,0.2084,0.1355,0.1430
bnn.anc,2790,2084,427,2761,0.1725,0.1487,0.2302,0.1530,0.1634
btc.anc,2790,2084,490,2758,0.2127,0.1988,0.2862,0.1756,0.1791
btn.anc,2790,2084,612,2762,0.2652,0.2472,0.3457,0.2194,0.2244
bnc.anc,2790,2084,377,2741,0.1445,0.1229,0.2079,0.1351,0.1427
atc.anc,2790,2084,468,2759,0.1928,0.1758,0.2740,0.1677,0.1711
atn.anc,2790,2084,654,2751,0.2955,0.2793,0.3695,0.2344,0.2401
anc.anc,2790,2084,349,2743,0.1315,0.1104,0.1986,0.1251,0.1305
ann.anc,2790,2084,509,2736,0.2195,0.1946,0.2820,0.1824,0.1888
nnn.ann,2790,2084,129,2790,0.0408,0.0334,0.0531,0.0462,0.0462
nnc.ann,2790,2084,361,2743,0.1395,0.1135,0.1975,0.1294,0.1414
ntc.ann,2790,2084,506,2762,0.2200,0.1975,0.2917,0.1814,0.1864
ntn.ann,2790,2084,359,2750,0.1517,0.1319,0.2219,0.1287,0.1396
lnn.ann,2790,2084,337,2761,0.1244,0.1035,0.1764,0.1208,0.1312
ltn.ann,2790,2084,553,2756,0.2406,0.2172,0.3229,0.1982,0.2036
ltc.ann,2790,2084,507,2759,0.2169,0.2015,0.2916,0.1817,0.1851
lnc.ann,2790,2084,378,2741,0.1468,0.1260,0.2084,0.1355,0.1430
bnn.ann,2790,2084,426,2761,0.1725,0.1487,0.2299,0.1527,0.1631
btc.ann,2790,2084,490,2758,0.2127,0.1988,0.2862,0.1756,0.1791
btn.ann,2790,2084,612,2762,0.2652,0.2472,0.3457,0.2194,0.2244
bnc.ann,2790,2084,377,2741,0.1445,0.1229,0.2079,0.1351,0.1427
atc.ann,2790,2084,468,2759,0.1928,0.1758,0.2740,0.1677,0.1711
atn.ann,2790,2084,654,2751,0.2955,0.2793,0.3695,0.2344,0.2401
anc.ann,2790,2084,349,2743,0.1315,0.1104,0.1986,0.1251,0.1305
ann.ann,2790,2084,510,2736,0.2202,0.1950,0.2823,0.1828,0.1892
